-0.68,0.84,-0.78519331954509
0.68,-0.39,0.78320764081986
-0.69,0.7,-0.14893696193332
-0.35,-0.39,0.70581390730213
-0.05,0.41,-0.21064041425126
-0.92,0.94,-0.3817205653963
-1,0.71,-0.010379719898123
0.63,-0.25,0.50013524625295
-0.37,0.93,-0.73810160740754
-0.47,0.42,-0.076030227705078
0.85,0.62,0.41159478546602
0.37,0.68,-0.26426967400967
0.86,0.34,0.085504554730419
-0.05,-0.2,-0.065359711471157
0.11,0.2,-0.11845405974715
0.12,-0.57,0.82744180109324
0.18,-0.28,0.017382773418919
0.83,-0.37,0.90341302147236
0.81,-0.6,1.0654165029537
-0.69,-0.29,1.1065272212029
0.22,-0.1,0.16597052803487
-0.55,0.31,0.045300239618021
-0.77,0.16,0.57301673682598
-0.1,-0.08,0.058785278871921
-0.19,0.52,-0.60344454095396
0.4,0.38,-0.099058948641927
-0.41,0.64,-0.12797947888706
-0.26,0.4,-0.017658139935016
0.2,-0.71,1.0144402200456
-0.87,-0.7,1.4437581002932
-0.78,-0.87,1.4477585086471
-0.13,0.34,-0.067338945399662
-0.51,-0.92,0.72109831379685
0.25,0.25,-0.072316954779537
0.7,0.28,0.5993824691273
-0.65,0.13,0.38271247608681
-0.13,-0.77,0.5318485407092
0.64,-0.51,1.1546678715397
0.32,-0.11,-0.078866935603839
-0.32,-0.29,0.31205758293999
-0.95,-0.5,1.1356132276465
-0.24,0.87,-0.47561969202505
-0.78,0.26,0.46627907485628
0.55,-0.52,0.74583260569759
0.74,0.04,0.45711226337995
0.48,0.64,-0.13255780639306
-0.8,0.73,-0.35953291635865
-0.8,-0.97,1.8099766705312
0.28,-0.15,0.70848919768748
-0.74,-0.99,1.7149131531466
0.82,0.21,0.71206471783389
0.65,0.47,0.24841122958839
-0.67,-0.47,0.77593575181291
0.27,0.79,-0.58964497692693
0.26,-0.06,0.24640781083174
-0.54,0.34,-0.078022385749076
-0.95,0.57,0.7283297236266
-0.22,-0.48,0.71017048817216
-0.07,0.32,-0.62180384357986
-0.88,-0.78,1.4473380508329
0.19,-0.11,-0.054127069891015
-0.71,0.34,0.16069813803971
0.33,-0.86,0.82583180478041
-0.17,0.4,-0.36761392094677
0.33,0.85,-0.86042373264064
0.5,-0.89,0.86838946268353
-0.82,-0.85,1.665411151873
-0.83,0.9,-0.16749465925493
0.22,0.02,-0.070816797179327
-0.47,-0.59,0.61557001751413
0.22,-0.54,0.88934332823789
0.8,0.35,0.060588639975813
-0.5,0.7,-0.20899262398399
-0.54,0.9,-0.45955103822515
0.1,0.14,-0.23639490197514
0.73,-0.36,0.97468195285565
0.55,0.33,-0.38317257411316
0.15,-0.82,0.62280584404687
-0.06,-0.94,0.98727043049769
0.37,0.4,-0.17745689090403
0.17,-0.07,0.15059551186434
-0.11,0.82,-0.44476888129228
0.74,0.64,-0.54665764134452
0.66,-0.29,0.44914802677463
-0.16,-0.45,0.35090122174024
-0.65,-0.82,1.2095129334188
-0.37,0.33,-0.036547645464475
-0.02,-0.64,0.85448018061496
-0.99,0.3,0.47924785475615
0.2,-0.56,0.83438188131078
0.7,-0.71,1.7640577942958
-0.46,-0.89,1.4007088317132
0.96,-0.14,0.98117736410206
-0.99,0.24,0.6105324046913
0.01,0.24,-0.17644020535665
0.95,0.56,0.6716282913009
-0.26,-0.1,0.0068681044179782
-0.61,0.89,-0.42394579955609
-0.31,0.42,-0.45378557528195
-0.87,0.24,0.3898471529542
0.79,-0.1,0.47414466131464
0.81,-0.3,0.82223775081512
0.68,-0.37,0.86464282019521
-0.19,0.14,-0.33853034905597
-0.18,0.35,-0.41862767632013
-0.63,-0.49,0.83177013829845
-0.92,-0.92,1.4865717212183
-0.77,-0.15,0.75667190133211
-0.81,0.42,0.23852819189932
-0.33,0.56,-0.28470818811508
-0.18,0.77,-0.67717138249534
